"","year","Country","sex","age","rate","mean_climate"
"4700",1998,"Guyana","female","15-24 years",1.34,27.1385
"4701",1998,"Guyana","female","75+ years",0,27.1385
"4702",1998,"Guyana","female","5-14 years",2.36,27.1385
"4703",1998,"Guyana","female","35-54 years",1.32,27.1385
"4704",1998,"Guyana","female","55-74 years",0,27.1385
"4705",1998,"Hungary","female","55-74 years",20.2,10.3618333333333
"4706",1998,"Hungary","female","75+ years",48.2,10.3618333333333
"4707",1998,"Hungary","female","5-14 years",0,10.3618333333333
"4708",1998,"Hungary","female","25-34 years",8.02,10.3618333333333
"4709",1998,"Hungary","female","15-24 years",3.75,10.3618333333333
"4710",1998,"Hungary","female","35-54 years",18.1,10.3618333333333
"4711",1998,"Iceland","female","5-14 years",0,1.60775
"4712",1998,"Iceland","female","15-24 years",4.82,1.60775
"4713",1998,"Iceland","female","25-34 years",9.8,1.60775
"4714",1998,"Iceland","female","35-54 years",8.31,1.60775
"4715",1998,"Iceland","female","55-74 years",0,1.60775
"4716",1998,"Iceland","female","75+ years",12.5,1.60775
"4717",1998,"Ireland","female","15-24 years",4.13,10.4595
"4718",1998,"Ireland","female","75+ years",2.68,10.4595
"4719",1998,"Ireland","female","5-14 years",0.353,10.4595
"4720",1998,"Ireland","female","25-34 years",3.68,10.4595
"4721",1998,"Ireland","female","35-54 years",7.09,10.4595
"4722",1998,"Ireland","female","55-74 years",4.29,10.4595
"4723",1998,"Israel","female","75+ years",10.4,20.9664166666667
"4724",1998,"Israel","female","15-24 years",2.54,20.9664166666667
"4725",1998,"Israel","female","25-34 years",2.37,20.9664166666667
"4726",1998,"Israel","female","5-14 years",0.184,20.9664166666667
"4727",1998,"Israel","female","55-74 years",5.21,20.9664166666667
"4728",1998,"Israel","female","35-54 years",2.69,20.9664166666667
"4729",1998,"Italy","female","55-74 years",5.62,13.6623333333333
"4730",1998,"Italy","female","25-34 years",2.55,13.6623333333333
"4731",1998,"Italy","female","5-14 years",0.0369,13.6623333333333
"4732",1998,"Italy","female","35-54 years",3.84,13.6623333333333
"4733",1998,"Italy","female","75+ years",7.26,13.6623333333333
"4734",1998,"Italy","female","15-24 years",1.87,13.6623333333333
"4735",1998,"Japan","female","75+ years",38.1,13.24475
"4736",1998,"Japan","female","5-14 years",0.442,13.24475
"4737",1998,"Japan","female","35-54 years",13.7,13.24475
"4738",1998,"Japan","female","15-24 years",7.44,13.24475
"4739",1998,"Japan","female","25-34 years",11.9,13.24475
"4740",1998,"Japan","female","55-74 years",22,13.24475
"4741",1998,"Kazakhstan","female","75+ years",26.1,6.24891666666667
"4742",1998,"Kazakhstan","female","5-14 years",0.707,6.24891666666667
"4743",1998,"Kazakhstan","female","55-74 years",14.7,6.24891666666667
"4744",1998,"Kazakhstan","female","25-34 years",12.5,6.24891666666667
"4745",1998,"Kazakhstan","female","15-24 years",11.2,6.24891666666667
"4746",1998,"Kazakhstan","female","35-54 years",11,6.24891666666667
"4747",1998,"Kiribati","female","15-24 years",0,27.466
"4748",1998,"Kiribati","female","35-54 years",0,27.466
"4749",1998,"Kiribati","female","55-74 years",0,27.466
"4750",1998,"Kiribati","female","25-34 years",0,27.466
"4751",1998,"Kiribati","female","75+ years",0,27.466
"4752",1998,"Kiribati","female","5-14 years",0,27.466
"4753",1998,"Kuwait","female","75+ years",0,26.67075
"4754",1998,"Kuwait","female","55-74 years",0,26.67075
"4755",1998,"Kuwait","female","35-54 years",3.26,26.67075
"4756",1998,"Kuwait","female","5-14 years",0,26.67075
"4757",1998,"Kuwait","female","15-24 years",2.17,26.67075
"4758",1998,"Kuwait","female","25-34 years",3.4,26.67075
"4759",1998,"Kyrgyzstan","female","75+ years",5.54,4.39316666666667
"4760",1998,"Kyrgyzstan","female","55-74 years",6.65,4.39316666666667
"4761",1998,"Kyrgyzstan","female","15-24 years",5,4.39316666666667
"4762",1998,"Kyrgyzstan","female","35-54 years",5.3,4.39316666666667
"4763",1998,"Kyrgyzstan","female","5-14 years",0.521,4.39316666666667
"4764",1998,"Kyrgyzstan","female","25-34 years",5.87,4.39316666666667
"4765",1998,"Latvia","female","15-24 years",8.48,5.99775
"4766",1998,"Latvia","female","25-34 years",8.24,5.99775
"4767",1998,"Latvia","female","5-14 years",0.571,5.99775
"4768",1998,"Latvia","female","75+ years",26.1,5.99775
"4769",1998,"Latvia","female","35-54 years",17.7,5.99775
"4770",1998,"Latvia","female","55-74 years",14.8,5.99775
"4771",1998,"Lithuania","female","55-74 years",19.4,6.65316666666667
"4772",1998,"Lithuania","female","5-14 years",0.377,6.65316666666667
"4773",1998,"Lithuania","female","35-54 years",22,6.65316666666667
"4774",1998,"Lithuania","female","75+ years",34.1,6.65316666666667
"4775",1998,"Lithuania","female","25-34 years",6.88,6.65316666666667
"4776",1998,"Lithuania","female","15-24 years",8.98,6.65316666666667
"4777",1998,"Luxembourg","female","35-54 years",8.19,9.99541666666667
"4778",1998,"Luxembourg","female","55-74 years",9.49,9.99541666666667
"4779",1998,"Luxembourg","female","5-14 years",3.99,9.99541666666667
"4780",1998,"Luxembourg","female","75+ years",17.8,9.99541666666667
"4781",1998,"Luxembourg","female","25-34 years",5.86,9.99541666666667
"4782",1998,"Luxembourg","female","15-24 years",4.22,9.99541666666667
"4783",1998,"Malta","female","35-54 years",1.76,19.3110833333333
"4784",1998,"Malta","female","15-24 years",0,19.3110833333333
"4785",1998,"Malta","female","55-74 years",0,19.3110833333333
"4786",1998,"Malta","female","25-34 years",0,19.3110833333333
"4787",1998,"Malta","female","5-14 years",0,19.3110833333333
"4788",1998,"Malta","female","75+ years",0,19.3110833333333
"4789",1998,"Mauritius","female","25-34 years",17.4,24.4059166666667
"4790",1998,"Mauritius","female","75+ years",7.04,24.4059166666667
"4791",1998,"Mauritius","female","35-54 years",5.38,24.4059166666667
"4792",1998,"Mauritius","female","5-14 years",0,24.4059166666667
"4793",1998,"Mauritius","female","55-74 years",1.66,24.4059166666667
"4794",1998,"Mauritius","female","15-24 years",14.6,24.4059166666667
"4795",1998,"Mexico","female","15-24 years",2.2,21.53175
"4796",1998,"Mexico","female","55-74 years",0.715,21.53175
"4797",1998,"Mexico","female","25-34 years",1.38,21.53175
"4798",1998,"Mexico","female","75+ years",0.963,21.53175
"4799",1998,"Mexico","female","35-54 years",1.04,21.53175
"4800",1998,"Mexico","female","5-14 years",0.325,21.53175
"4801",1998,"Netherlands","female","25-34 years",6.2,10.5185833333333
"4802",1998,"Netherlands","female","15-24 years",2.25,10.5185833333333
"4803",1998,"Netherlands","female","35-54 years",9.13,10.5185833333333
"4804",1998,"Netherlands","female","75+ years",10.7,10.5185833333333
"4805",1998,"Netherlands","female","5-14 years",0.319,10.5185833333333
"4806",1998,"Netherlands","female","55-74 years",9.86,10.5185833333333
"4807",1998,"New Zealand","female","5-14 years",1.41,11.633
"4808",1998,"New Zealand","female","75+ years",5.05,11.633
"4809",1998,"New Zealand","female","55-74 years",5.88,11.633
"4810",1998,"New Zealand","female","35-54 years",8.44,11.633
"4811",1998,"New Zealand","female","25-34 years",8.46,11.633
"4812",1998,"New Zealand","female","15-24 years",13.3,11.633
"4813",1998,"Norway","female","35-54 years",8.92,0.465416666666667
"4814",1998,"Norway","female","55-74 years",10.5,0.465416666666667
"4815",1998,"Norway","female","25-34 years",6.86,0.465416666666667
"4816",1998,"Norway","female","15-24 years",7.72,0.465416666666667
"4817",1998,"Norway","female","5-14 years",0,0.465416666666667
"4818",1998,"Norway","female","75+ years",5.07,0.465416666666667
"4819",1998,"Panama","female","5-14 years",0,27.5474166666667
"4820",1998,"Panama","female","35-54 years",2.33,27.5474166666667
"4821",1998,"Panama","female","25-34 years",1.66,27.5474166666667
"4822",1998,"Panama","female","55-74 years",2.35,27.5474166666667
"4823",1998,"Panama","female","75+ years",3.08,27.5474166666667
"4824",1998,"Panama","female","15-24 years",3.24,27.5474166666667
"4825",1998,"Paraguay","female","25-34 years",1.12,23.41725
"4826",1998,"Paraguay","female","55-74 years",1.58,23.41725
"4827",1998,"Paraguay","female","15-24 years",4.51,23.41725
"4828",1998,"Paraguay","female","5-14 years",1.1,23.41725
"4829",1998,"Paraguay","female","75+ years",2.21,23.41725
"4830",1998,"Paraguay","female","35-54 years",1.76,23.41725
"4831",1998,"Philippines","female","25-34 years",0.928,27.7794166666667
"4832",1998,"Philippines","female","35-54 years",0.633,27.7794166666667
"4833",1998,"Philippines","female","75+ years",0.428,27.7794166666667
"4834",1998,"Philippines","female","15-24 years",1.2,27.7794166666667
"4835",1998,"Philippines","female","55-74 years",0.906,27.7794166666667
"4836",1998,"Philippines","female","5-14 years",0.109,27.7794166666667
"4837",1998,"Portugal","female","55-74 years",5.28,15.645
"4838",1998,"Portugal","female","75+ years",8.47,15.645
"4839",1998,"Portugal","female","35-54 years",2.16,15.645
"4840",1998,"Portugal","female","15-24 years",0.788,15.645
"4841",1998,"Portugal","female","5-14 years",0,15.645
"4842",1998,"Portugal","female","25-34 years",1.44,15.645
"4843",1998,"Puerto Rico","female","35-54 years",2.15,26.6330833333333
"4844",1998,"Puerto Rico","female","75+ years",0.976,26.6330833333333
"4845",1998,"Puerto Rico","female","15-24 years",2.58,26.6330833333333
"4846",1998,"Puerto Rico","female","25-34 years",1.09,26.6330833333333
"4847",1998,"Puerto Rico","female","5-14 years",0,26.6330833333333
"4848",1998,"Puerto Rico","female","55-74 years",2.62,26.6330833333333
"4849",1998,"Romania","female","75+ years",6.76,9.17841666666667
"4850",1998,"Romania","female","35-54 years",5.98,9.17841666666667
"4851",1998,"Romania","female","25-34 years",3.12,9.17841666666667
"4852",1998,"Romania","female","55-74 years",7.04,9.17841666666667
"4853",1998,"Romania","female","15-24 years",2.95,9.17841666666667
"4854",1998,"Romania","female","5-14 years",0,9.17841666666667
"4855",1998,"Saint Lucia","female","25-34 years",0,27.812
"4856",1998,"Saint Lucia","female","75+ years",31.9,27.812
"4857",1998,"Saint Lucia","female","5-14 years",0,27.812
"4858",1998,"Saint Lucia","female","55-74 years",0,27.812
"4859",1998,"Saint Lucia","female","35-54 years",13.5,27.812
"4860",1998,"Saint Lucia","female","15-24 years",0,27.812
"4861",1998,"Serbia","female","75+ years",34.8,10.5683333333333
"4862",1998,"Serbia","female","55-74 years",20.3,10.5683333333333
"4863",1998,"Serbia","female","5-14 years",0.227,10.5683333333333
"4864",1998,"Serbia","female","35-54 years",11.8,10.5683333333333
"4865",1998,"Serbia","female","15-24 years",4.18,10.5683333333333
"4866",1998,"Serbia","female","25-34 years",5.4,10.5683333333333
"4867",1998,"Singapore","female","35-54 years",6.7,27.7759166666667
"4868",1998,"Singapore","female","15-24 years",7.16,27.7759166666667
"4869",1998,"Singapore","female","55-74 years",18.3,27.7759166666667
"4870",1998,"Singapore","female","5-14 years",0,27.7759166666667
"4871",1998,"Singapore","female","25-34 years",8.24,27.7759166666667
"4872",1998,"Singapore","female","75+ years",44.4,27.7759166666667
"4873",1998,"Slovakia","female","25-34 years",1.32,8.33358333333333
"4874",1998,"Slovakia","female","35-54 years",5.02,8.33358333333333
"4875",1998,"Slovakia","female","15-24 years",1.32,8.33358333333333
"4876",1998,"Slovakia","female","75+ years",6.19,8.33358333333333
"4877",1998,"Slovakia","female","5-14 years",0,8.33358333333333
"4878",1998,"Slovakia","female","55-74 years",6.21,8.33358333333333
"4879",1998,"Slovenia","female","25-34 years",12.4,10.5973333333333
"4880",1998,"Slovenia","female","55-74 years",19.3,10.5973333333333
"4881",1998,"Slovenia","female","15-24 years",9.09,10.5973333333333
"4882",1998,"Slovenia","female","35-54 years",14.7,10.5973333333333
"4883",1998,"Slovenia","female","5-14 years",0.868,10.5973333333333
"4884",1998,"Slovenia","female","75+ years",29.1,10.5973333333333
"4885",1998,"South Africa","female","75+ years",0.582,18.0953333333333
"4886",1998,"South Africa","female","5-14 years",0.0392,18.0953333333333
"4887",1998,"South Africa","female","25-34 years",0.139,18.0953333333333
"4888",1998,"South Africa","female","55-74 years",0.37,18.0953333333333
"4889",1998,"South Africa","female","35-54 years",0.219,18.0953333333333
"4890",1998,"South Africa","female","15-24 years",0.373,18.0953333333333
"4891",1998,"Spain","female","15-24 years",1.48,14.552
"4892",1998,"Spain","female","55-74 years",6.24,14.552
"4893",1998,"Spain","female","75+ years",9.2,14.552
"4894",1998,"Spain","female","5-14 years",0.197,14.552
"4895",1998,"Spain","female","25-34 years",3.1,14.552
"4896",1998,"Spain","female","35-54 years",3.9,14.552
"4897",1998,"Sri Lanka","female","5-14 years",3.04,28.15325
"4898",1998,"Sri Lanka","female","55-74 years",11.7,28.15325
"4899",1998,"Sri Lanka","female","35-54 years",12.2,28.15325
"4900",1998,"Sri Lanka","female","75+ years",15.6,28.15325
"4901",1998,"Sri Lanka","female","15-24 years",29.8,28.15325
"4902",1998,"Sri Lanka","female","25-34 years",20.5,28.15325
"4903",1998,"Suriname","female","55-74 years",0,27.4001666666667
"4904",1998,"Suriname","female","75+ years",0,27.4001666666667
"4905",1998,"Suriname","female","35-54 years",6.24,27.4001666666667
"4906",1998,"Suriname","female","5-14 years",0,27.4001666666667
"4907",1998,"Suriname","female","25-34 years",10.4,27.4001666666667
"4908",1998,"Suriname","female","15-24 years",2.51,27.4001666666667
"4909",1998,"Sweden","female","75+ years",12.3,2.87291666666667
"4910",1998,"Sweden","female","5-14 years",0.179,2.87291666666667
"4911",1998,"Sweden","female","35-54 years",9.92,2.87291666666667
"4912",1998,"Sweden","female","55-74 years",12.3,2.87291666666667
"4913",1998,"Sweden","female","15-24 years",5.48,2.87291666666667
"4914",1998,"Sweden","female","25-34 years",5.71,2.87291666666667
"4915",1998,"Switzerland","female","75+ years",22.5,7.958
"4916",1998,"Switzerland","female","15-24 years",5.65,7.958
"4917",1998,"Switzerland","female","25-34 years",5.33,7.958
"4918",1998,"Switzerland","female","55-74 years",15.1,7.958
"4919",1998,"Switzerland","female","35-54 years",12.4,7.958
"4920",1998,"Switzerland","female","5-14 years",0.489,7.958
"4921",1998,"Thailand","female","75+ years",2.94,27.3796666666667
"4922",1998,"Thailand","female","35-54 years",4.24,27.3796666666667
"4923",1998,"Thailand","female","15-24 years",5.52,27.3796666666667
"4924",1998,"Thailand","female","25-34 years",5.08,27.3796666666667
"4925",1998,"Thailand","female","55-74 years",3.95,27.3796666666667
"4926",1998,"Thailand","female","5-14 years",0.501,27.3796666666667
"4927",1998,"Turkmenistan","female","15-24 years",8.15,16.1625833333333
"4928",1998,"Turkmenistan","female","75+ years",17.5,16.1625833333333
"4929",1998,"Turkmenistan","female","55-74 years",5.12,16.1625833333333
"4930",1998,"Turkmenistan","female","35-54 years",3.99,16.1625833333333
"4931",1998,"Turkmenistan","female","25-34 years",2.94,16.1625833333333
"4932",1998,"Turkmenistan","female","5-14 years",0.494,16.1625833333333
"4933",1998,"Ukraine","female","75+ years",25,8.45558333333333
"4934",1998,"Ukraine","female","5-14 years",0.722,8.45558333333333
"4935",1998,"Ukraine","female","15-24 years",5.46,8.45558333333333
"4936",1998,"Ukraine","female","25-34 years",6.46,8.45558333333333
"4937",1998,"Ukraine","female","55-74 years",18.1,8.45558333333333
"4938",1998,"Ukraine","female","35-54 years",11.5,8.45558333333333
"4939",1998,"United Kingdom","female","15-24 years",2.88,9.46275
"4940",1998,"United Kingdom","female","25-34 years",3.93,9.46275
"4941",1998,"United Kingdom","female","5-14 years",0.107,9.46275
"4942",1998,"United Kingdom","female","35-54 years",4.12,9.46275
"4943",1998,"United Kingdom","female","75+ years",4.36,9.46275
"4944",1998,"United Kingdom","female","55-74 years",4.31,9.46275
"4945",1998,"United States","female","15-24 years",3.32,10.1411666666667
"4946",1998,"United States","female","75+ years",5.17,10.1411666666667
"4947",1998,"United States","female","55-74 years",4.97,10.1411666666667
"4948",1998,"United States","female","25-34 years",4.92,10.1411666666667
"4949",1998,"United States","female","35-54 years",6.92,10.1411666666667
"4950",1998,"United States","female","5-14 years",0.434,10.1411666666667
"4951",1998,"Uruguay","female","35-54 years",9.38,17.5215
"4952",1998,"Uruguay","female","75+ years",13.6,17.5215
"4953",1998,"Uruguay","female","25-34 years",6.52,17.5215
"4954",1998,"Uruguay","female","15-24 years",5.73,17.5215
"4955",1998,"Uruguay","female","55-74 years",7.93,17.5215
"4956",1998,"Uruguay","female","5-14 years",0,17.5215
"4957",1998,"Uzbekistan","female","25-34 years",5.16,13.245
"4958",1998,"Uzbekistan","female","55-74 years",4.42,13.245
"4959",1998,"Uzbekistan","female","15-24 years",6.61,13.245
"4960",1998,"Uzbekistan","female","75+ years",5.87,13.245
"4961",1998,"Uzbekistan","female","35-54 years",2.86,13.245
"4962",1998,"Uzbekistan","female","5-14 years",0.224,13.245
"4963",1999,"Albania","female","35-54 years",1.34,13.65375
"4964",1999,"Albania","female","55-74 years",3.18,13.65375
"4965",1999,"Albania","female","25-34 years",4.7,13.65375
"4966",1999,"Albania","female","15-24 years",6.4,13.65375
"4967",1999,"Albania","female","5-14 years",0.274,13.65375
"4968",1999,"Albania","female","75+ years",9.43,13.65375
"4969",1999,"Argentina","female","35-54 years",3.36,15.0649166666667
"4970",1999,"Argentina","female","55-74 years",5.02,15.0649166666667
"4971",1999,"Argentina","female","25-34 years",1.95,15.0649166666667
"4972",1999,"Argentina","female","75+ years",4.82,15.0649166666667
"4973",1999,"Argentina","female","5-14 years",0.592,15.0649166666667
"4974",1999,"Argentina","female","15-24 years",3.13,15.0649166666667
"4975",1999,"Armenia","female","35-54 years",0.754,10.331
"4976",1999,"Armenia","female","15-24 years",0,10.331
"4977",1999,"Armenia","female","75+ years",5.28,10.331
"4978",1999,"Armenia","female","25-34 years",0.703,10.331
"4979",1999,"Armenia","female","55-74 years",3.03,10.331
"4980",1999,"Armenia","female","5-14 years",0,10.331
"4981",1999,"Aruba","female","15-24 years",0,28.1979166666667
"4982",1999,"Aruba","female","55-74 years",0,28.1979166666667
"4983",1999,"Aruba","female","5-14 years",0,28.1979166666667
"4984",1999,"Aruba","female","75+ years",0,28.1979166666667
"4985",1999,"Aruba","female","35-54 years",0,28.1979166666667
"4986",1999,"Aruba","female","25-34 years",0,28.1979166666667
"4987",1999,"Australia","female","35-54 years",7.35,22.0645
"4988",1999,"Australia","female","5-14 years",0.461,22.0645
"4989",1999,"Australia","female","15-24 years",5.48,22.0645
"4990",1999,"Australia","female","55-74 years",4.88,22.0645
"4991",1999,"Australia","female","75+ years",3.33,22.0645
"4992",1999,"Australia","female","25-34 years",8.1,22.0645
"4993",1999,"Austria","female","55-74 years",14.4,7.23425
"4994",1999,"Austria","female","25-34 years",5.84,7.23425
"4995",1999,"Austria","female","75+ years",28,7.23425
"4996",1999,"Austria","female","15-24 years",5.32,7.23425
"4997",1999,"Austria","female","5-14 years",0.217,7.23425
"4998",1999,"Austria","female","35-54 years",12.1,7.23425
"4999",1999,"Azerbaijan","female","75+ years",0,12.85175
"5000",1999,"Azerbaijan","female","25-34 years",0.279,12.85175
"5001",1999,"Azerbaijan","female","5-14 years",0,12.85175
"5002",1999,"Azerbaijan","female","15-24 years",0.298,12.85175
"5003",1999,"Azerbaijan","female","35-54 years",0.498,12.85175
"5004",1999,"Azerbaijan","female","55-74 years",0.402,12.85175
"5005",1999,"Bahamas","female","15-24 years",0,25.6226666666667
"5006",1999,"Bahamas","female","55-74 years",0,25.6226666666667
"5007",1999,"Bahamas","female","75+ years",0,25.6226666666667
"5008",1999,"Bahamas","female","25-34 years",3.94,25.6226666666667
"5009",1999,"Bahamas","female","5-14 years",0,25.6226666666667
"5010",1999,"Bahamas","female","35-54 years",0,25.6226666666667
"5011",1999,"Bahrain","female","15-24 years",2.01,27.7424166666667
"5012",1999,"Bahrain","female","25-34 years",1.91,27.7424166666667
"5013",1999,"Bahrain","female","75+ years",0,27.7424166666667
"5014",1999,"Bahrain","female","35-54 years",1.65,27.7424166666667
"5015",1999,"Bahrain","female","5-14 years",0,27.7424166666667
"5016",1999,"Bahrain","female","55-74 years",0,27.7424166666667
"5017",1999,"Belarus","female","75+ years",20.7,7.71275
"5018",1999,"Belarus","female","25-34 years",9.6,7.71275
"5019",1999,"Belarus","female","15-24 years",6.47,7.71275
"5020",1999,"Belarus","female","35-54 years",11.9,7.71275
"5021",1999,"Belarus","female","55-74 years",14.7,7.71275
"5022",1999,"Belarus","female","5-14 years",0.561,7.71275
"5023",1999,"Belgium","female","15-24 years",4.24,10.93425
"5024",1999,"Belgium","female","5-14 years",0.334,10.93425
"5025",1999,"Belgium","female","25-34 years",8.66,10.93425
"5026",1999,"Belgium","female","35-54 years",13.5,10.93425
"5027",1999,"Belgium","female","75+ years",13.1,10.93425
"5028",1999,"Belgium","female","55-74 years",13.6,10.93425
"5029",1999,"Belize","female","25-34 years",0,25.3666666666667
"5030",1999,"Belize","female","5-14 years",0,25.3666666666667
"5031",1999,"Belize","female","35-54 years",0,25.3666666666667
"5032",1999,"Belize","female","15-24 years",0,25.3666666666667
"5033",1999,"Belize","female","75+ years",0,25.3666666666667
"5034",1999,"Belize","female","55-74 years",0,25.3666666666667
"5035",1999,"Brazil","female","15-24 years",1.66,25.2865833333333
"5036",1999,"Brazil","female","5-14 years",0.213,25.2865833333333
"5037",1999,"Brazil","female","25-34 years",1.82,25.2865833333333
"5038",1999,"Brazil","female","55-74 years",2.21,25.2865833333333
"5039",1999,"Brazil","female","75+ years",2.11,25.2865833333333
"5040",1999,"Brazil","female","35-54 years",2.13,25.2865833333333
"5041",1999,"Bulgaria","female","55-74 years",13.7,11.7885
"5042",1999,"Bulgaria","female","25-34 years",5.18,11.7885
"5043",1999,"Bulgaria","female","15-24 years",3.41,11.7885
"5044",1999,"Bulgaria","female","75+ years",28.1,11.7885
"5045",1999,"Bulgaria","female","35-54 years",6.84,11.7885
"5046",1999,"Bulgaria","female","5-14 years",0.63,11.7885
"5047",1999,"Canada","female","55-74 years",5.83,-3.18633333333333
"5048",1999,"Canada","female","25-34 years",5.35,-3.18633333333333
"5049",1999,"Canada","female","75+ years",5.11,-3.18633333333333
"5050",1999,"Canada","female","35-54 years",9.18,-3.18633333333333
"5051",1999,"Canada","female","15-24 years",4.47,-3.18633333333333
"5052",1999,"Canada","female","5-14 years",0.351,-3.18633333333333
"5053",1999,"Chile","female","5-14 years",0.0721,9.82958333333333
"5054",1999,"Chile","female","75+ years",1.87,9.82958333333333
"5055",1999,"Chile","female","15-24 years",2.75,9.82958333333333
"5056",1999,"Chile","female","35-54 years",2.05,9.82958333333333
"5057",1999,"Chile","female","25-34 years",2.65,9.82958333333333
"5058",1999,"Chile","female","55-74 years",2.78,9.82958333333333
"5059",1999,"Colombia","female","35-54 years",1.98,24.8706666666667
"5060",1999,"Colombia","female","55-74 years",1.01,24.8706666666667
"5061",1999,"Colombia","female","75+ years",0.757,24.8706666666667
"5062",1999,"Colombia","female","5-14 years",1.09,24.8706666666667
"5063",1999,"Colombia","female","25-34 years",2.86,24.8706666666667
"5064",1999,"Colombia","female","15-24 years",6.22,24.8706666666667
"5065",1999,"Costa Rica","female","5-14 years",0.252,25.8644166666667
"5066",1999,"Costa Rica","female","15-24 years",2.32,25.8644166666667
"5067",1999,"Costa Rica","female","25-34 years",1.98,25.8644166666667
"5068",1999,"Costa Rica","female","55-74 years",1.08,25.8644166666667
"5069",1999,"Costa Rica","female","35-54 years",1.34,25.8644166666667
"5070",1999,"Costa Rica","female","75+ years",0,25.8644166666667
"5071",1999,"Croatia","female","35-54 years",11.6,12.3165
"5072",1999,"Croatia","female","75+ years",27.9,12.3165
"5073",1999,"Croatia","female","55-74 years",25,12.3165
"5074",1999,"Croatia","female","5-14 years",0.325,12.3165
"5075",1999,"Croatia","female","15-24 years",4.93,12.3165
"5076",1999,"Croatia","female","25-34 years",4.08,12.3165
"5077",1999,"Cuba","female","75+ years",22.7,25.7975
"5078",1999,"Cuba","female","55-74 years",23.2,25.7975
"5079",1999,"Cuba","female","5-14 years",0.605,25.7975
"5080",1999,"Cuba","female","25-34 years",8.49,25.7975
"5081",1999,"Cuba","female","35-54 years",12.5,25.7975
"5082",1999,"Cuba","female","15-24 years",8.56,25.7975
"5083",1999,"Cyprus","female","35-54 years",0,20.07375
"5084",1999,"Cyprus","female","5-14 years",0,20.07375
"5085",1999,"Cyprus","female","75+ years",0,20.07375
"5086",1999,"Cyprus","female","15-24 years",0,20.07375
"5087",1999,"Cyprus","female","25-34 years",0,20.07375
"5088",1999,"Cyprus","female","55-74 years",0,20.07375
"5089",1999,"Czech Republic","female","15-24 years",3.04,8.89725
"5090",1999,"Czech Republic","female","25-34 years",4.39,8.89725
"5091",1999,"Czech Republic","female","55-74 years",8.86,8.89725
"5092",1999,"Czech Republic","female","5-14 years",0,8.89725
"5093",1999,"Czech Republic","female","35-54 years",7.19,8.89725
"5094",1999,"Czech Republic","female","75+ years",18.5,8.89725
"5095",1999,"Denmark","female","15-24 years",2.27,-17.6990833333333
"5096",1999,"Denmark","female","25-34 years",5.34,-17.6990833333333
"5097",1999,"Denmark","female","55-74 years",13.7,-17.6990833333333
"5098",1999,"Denmark","female","5-14 years",0,-17.6990833333333
"5099",1999,"Denmark","female","35-54 years",9.74,-17.6990833333333
"5100",1999,"Denmark","female","75+ years",10.9,-17.6990833333333
"5101",1999,"Ecuador","female","5-14 years",1.29,21.9021666666667
"5102",1999,"Ecuador","female","35-54 years",2.21,21.9021666666667
"5103",1999,"Ecuador","female","55-74 years",2.14,21.9021666666667
"5104",1999,"Ecuador","female","75+ years",0.78,21.9021666666667
"5105",1999,"Ecuador","female","15-24 years",8.04,21.9021666666667
"5106",1999,"Ecuador","female","25-34 years",3.76,21.9021666666667
"5107",1999,"El Salvador","female","15-24 years",16.7,25.2795833333333
"5108",1999,"El Salvador","female","55-74 years",1.72,25.2795833333333
"5109",1999,"El Salvador","female","35-54 years",4.54,25.2795833333333
"5110",1999,"El Salvador","female","25-34 years",6.22,25.2795833333333
"5111",1999,"El Salvador","female","75+ years",1.64,25.2795833333333
"5112",1999,"El Salvador","female","5-14 years",2.05,25.2795833333333
"5113",1999,"Estonia","female","55-74 years",15,6.45683333333333
"5114",1999,"Estonia","female","5-14 years",0,6.45683333333333
"5115",1999,"Estonia","female","35-54 years",17.7,6.45683333333333
"5116",1999,"Estonia","female","15-24 years",7.24,6.45683333333333
"5117",1999,"Estonia","female","25-34 years",3.23,6.45683333333333
"5118",1999,"Estonia","female","75+ years",40.1,6.45683333333333
"5119",1999,"Finland","female","35-54 years",15.1,2.3225
"5120",1999,"Finland","female","75+ years",4.85,2.3225
"5121",1999,"Finland","female","5-14 years",0.316,2.3225
"5122",1999,"Finland","female","25-34 years",11,2.3225
"5123",1999,"Finland","female","55-74 years",13,2.3225
"5124",1999,"Finland","female","15-24 years",5.9,2.3225
"5125",1999,"France","female","75+ years",17.5,13.9049166666667
"5126",1999,"France","female","15-24 years",3.37,13.9049166666667
"5127",1999,"France","female","55-74 years",14.5,13.9049166666667
"5128",1999,"France","female","25-34 years",7.66,13.9049166666667
"5129",1999,"France","female","35-54 years",13,13.9049166666667
"5130",1999,"France","female","5-14 years",0.246,13.9049166666667
"5131",1999,"Georgia","female","55-74 years",3.54,9.76916666666667
"5132",1999,"Georgia","female","25-34 years",0.914,9.76916666666667
"5133",1999,"Georgia","female","75+ years",5.65,9.76916666666667
"5134",1999,"Georgia","female","5-14 years",0,9.76916666666667
"5135",1999,"Georgia","female","15-24 years",1.73,9.76916666666667
"5136",1999,"Georgia","female","35-54 years",1.57,9.76916666666667
"5137",1999,"Germany","female","15-24 years",2.99,9.62075
"5138",1999,"Germany","female","75+ years",18.5,9.62075
"5139",1999,"Germany","female","25-34 years",4.4,9.62075
"5140",1999,"Germany","female","5-14 years",0.206,9.62075
"5141",1999,"Germany","female","35-54 years",7.63,9.62075
"5142",1999,"Germany","female","55-74 years",10.7,9.62075
